,youtuber,firstName,itemInSession,lastName,length,sessionId,video,userId
1805,Beirut,Aleena,11,Kirby,230.19057,350,Nantes,44.0
1806,MODESELEKTOR FEAT. PUPPETMASTAZ,Aleena,12,Kirby,52.79302,350,THE DARK SIDE OF THE FROG,44.0
1807,Kid Cudi / Kanye West / Common,Aleena,13,Kirby,237.76608,350,Make Her Say,44.0
1808,Julie Ruin,Aleena,14,Kirby,142.47138,350,Breakout A-Town,44.0
1809,Sons And Daughters,Aleena,15,Kirby,165.90322,350,The Bell,44.0
1810,Children 18:3,Aleena,16,Kirby,178.52036,350,Mock The Music,44.0
1811,Chris Cagle,Aleena,17,Kirby,232.85506,350,Miss Me Baby,44.0
1812,John Waite,Aleena,18,Kirby,269.76608,350,Missing You,44.0
1813,Basshunter,Aleena,19,Kirby,223.32036000000002,350,Walk On Water,44.0
1814,Jay-Z / Lil Wayne,Aleena,20,Kirby,236.01587,350,Hello Brooklyn 2.0,44.0
1815,Snow Patrol,Aleena,21,Kirby,273.6322,350,It's Beginning To Get To Me,44.0
1816,Coldcut,Aleena,22,Kirby,203.07546000000002,350,Autumn Leaves,44.0
1817,Magic Dirt,Aleena,23,Kirby,251.79382999999999,350,Plastic Loveless Letter,44.0
1818,J. Karjalainen & Mustat Lasit,Aleena,24,Kirby,336.74404,350,Sinisten tÃÂ¤htien alla,44.0
1819,OneRepublic,Aleena,25,Kirby,224.67872999999997,350,Secrets,44.0
1820,Nirvana,Aleena,26,Kirby,219.08853,350,Come As You Are,44.0
1821,,Theodore,0,Smith,,359,,52.0
1822,Joyce Cooling,Aleena,27,Kirby,248.11057000000002,350,It's Time I Go (Jazz),44.0
1823,Beastie Boys,Aleena,28,Kirby,211.722,350,Unite (2009 Digital Remaster),44.0
1824,Usher Featuring Lil' Jon & Ludacris,Aleena,29,Kirby,250.38322000000002,350,Yeah!,44.0
1825,Nelly / Paul Wall / Ali & Gipp,Aleena,30,Kirby,272.50892999999996,350,Grillz,44.0
1826,The Audition,Aleena,31,Kirby,207.20281,350,The Running Man,44.0
1827,Savage Garden,Aleena,32,Kirby,277.26322000000005,350,Truly Madly Deeply,44.0
1828,Adam Green,Aleena,33,Kirby,141.00853,350,Festival Song,44.0
1829,Tom Petty,Aleena,34,Kirby,204.82567,350,Square One (Album Version),44.0
1830,Muse,Aleena,35,Kirby,209.34485,350,Supermassive Black Hole (Album Version),44.0
1831,The Gerbils,Jordan,0,Hicks,27.01016,304,(iii),37.0
1832,Robert Plant,Jordan,1,Hicks,265.66485,304,Dancing In Heaven (2006 Remastered LP Version),37.0
1833,Metallica,Jordan,2,Hicks,387.02975,304,Welcome Home (Sanitarium),37.0
1834,Infected Mushroom,Jordan,3,Hicks,506.51383,304,Deeply Disturbed,37.0
1835,Eliza Doolittle,Jordan,4,Hicks,184.60689,304,Rollerblades,37.0
1836,Alvin And The Chipmunks,Jordan,5,Hicks,162.63791,304,Ain't No Party,37.0
1837,Chromeo,Jordan,6,Hicks,348.65587,304,You're So Gangsta,37.0
1838,Keisha White,Kevin,0,Arellano,251.42812,387,Brother,66.0
1839,Juanes,Kevin,1,Arellano,247.37913999999998,387,Damelo,66.0
1840,,Walter,0,Frye,,180,,39.0
1841,Karnivool,Ryan,0,Smith,470.80444000000006,445,Umbra,26.0
1842,WES,Cecilia,0,Owens,221.57016000000002,444,Alane,6.0
1843,Asia 2001,Cecilia,1,Owens,150.30812,444,Epilogue,6.0
1844,Spike Milligan,Samuel,0,Gonzalez,220.39465,384,Nothing At All,61.0
1845,Laura Izibor,Anabelle,0,Simpson,211.56526000000002,378,Carousel (PSILY Album Version),69.0
1846,,Lily,0,Burns,,426,,32.0
1847,Ryan Adams,Braden,0,Parker,248.5024,246,Wonderwall,74.0
1848,,Adelyn,0,Jordan,,391,,7.0
1849,Method Man,Adelyn,1,Jordan,204.64281,391,The Motto,7.0
1850,The Stanley Brothers,Adelyn,2,Jordan,179.69586999999999,391,I'm A Man Of Constant Sorrow,7.0
1851,Dexter Freebish,Adelyn,3,Jordan,210.54648999999998,391,Deeper,7.0
1852,Jamiroquai,Jacob,0,Rogers,362.05669,432,Talullah,18.0
1853,Michael Cera & Ellen Page,Matthew,0,Jones,116.71465,439,Anyone Else But You,36.0
1854,The Cat Empire,Matthew,1,Jones,218.22648999999998,439,How To Explain,36.0
1855,Bryn Terfel / Berliner Philharmoniker / Claudio Abbado,Matthew,2,Jones,967.3660800000001,439,Wotan's Farewell & Magic Fire Music,36.0
1856,The Fugees,Matthew,3,Jones,281.20771,439,Ready Or Not,36.0
1857,Hardline,Matthew,4,Jones,234.73587,439,Everything,36.0
1858,The Funky Lowlives,Matthew,5,Jones,280.34567000000004,439,Sail Into the Sun,36.0
1859,DL Incognito,Matthew,6,Jones,221.07383,439,Proof,36.0
1860,,Theodore,0,Smith,,447,,52.0
1861,Justice,Matthew,7,Jones,243.40852999999998,439,TTHHEE PPAARRTTYY,36.0
1862,Earth_ Wind & Fire,Theodore,1,Smith,178.20689,447,Night Dreamin',52.0
1863,Strawbs,Matthew,8,Jones,255.81669,439,Sheep,36.0
1864,Angus & Julia Stone,Matthew,9,Jones,172.85179,439,Wasted,36.0
1865,Sara Bareilles,Matthew,10,Jones,260.8322,439,Love Song,36.0
1866,Bruna Caram,Matthew,11,Jones,198.63465,439,Meus Sonhos,36.0
1867,Nando Reis,Matthew,12,Jones,239.82975,439,O Segundo Sol,36.0
1868,The Black Keys,Matthew,13,Jones,189.28281,439,Same Old Thing,36.0
1869,Kreator,Matthew,14,Jones,294.53016,439,Riot Of Violence,36.0
1870,Audioslave,Matthew,15,Jones,277.83791,439,Show Me How To Live,36.0
1871,Red Hot Chili Peppers,Matthew,16,Jones,269.34812,439,Parallel Universe (Album Version),36.0
1872,Manu Chao,Matthew,17,Jones,288.15628,439,Me Quedo Contigo [Si Me Das A Elegir],36.0
1873,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Matthew,18,Jones,277.15873,439,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),36.0
1874,Ron Carter,Matthew,19,Jones,497.13587,439,I CAN'T GET STARTED,36.0
1875,,Theodore,0,Harris,,440,,14.0
1876,,Theodore,1,Harris,,440,,14.0
1877,Lifehouse,Theodore,2,Harris,195.47383,440,You And Me (Wedding Version),14.0
1878,Yann Tiersen,Kaylee,0,Summers,158.71955,333,La Valse D'AmÃÂ©lie (Version Piano),8.0
1879,ISRAEL & NEW BREED,Kaylee,1,Summers,176.48281,333,Awesome Medley,8.0
1880,,Molly,0,Taylor,,396,,35.0
1881,Stellar Kart,Molly,1,Taylor,186.17424,396,Jesus Loves You (Album Version),35.0
1882,Frumpies,Anabelle,0,Simpson,134.47791,455,Hello Kitty,69.0
1883,Kenny G with Peabo Bryson,Anabelle,1,Simpson,264.75057000000004,455,By The Time This Night Is Over,69.0
1884,Biffy Clyro,Anabelle,2,Simpson,189.83138,455,God & Satan,69.0
1885,,Lily,0,Burns,,456,,32.0
1886,HIM,Lily,1,Burns,212.06159,456,Beautiful,32.0
1887,Matmos,Joseph,0,Gutierrez,1449.1162800000002,284,Supreme Balloon,75.0
1888,Gary Allan,Ryann,0,Smith,259.83955,328,The One,92.0
1889,Miracle Fortress,Ryann,1,Smith,200.9073,328,Five Roses,92.0
1890,Don Omar,Ryann,2,Smith,261.35465,328,Cuentale,92.0
1891,Jay-Z,Ryann,3,Smith,212.27057000000002,328,D'Evils,92.0
1892,Red Hot Chili Peppers,Ryann,4,Smith,231.33995,328,Easily (Album Version),92.0
1893,,Chloe,0,Cuevas,,437,,49.0
1894,Flogging Molly,Chloe,1,Cuevas,361.9522,437,Rebels of the Sacred Heart,49.0
1895,Reverend Horton Heat,Chloe,2,Cuevas,158.64118,437,Now_ Right Now,49.0
1896,Sea Wolf,Chloe,3,Cuevas,232.61995,437,I Made A Resolution,49.0
1897,Jason Mraz & Colbie Caillat,Chloe,4,Cuevas,189.6224,437,Lucky (Album Version),49.0
1898,Jamie Lidell,Chloe,5,Cuevas,175.25506000000001,437,Enoughs Enough,49.0
1899,Feist,Chloe,6,Cuevas,212.79302,437,Mushaboom (Postal Service Mix),49.0
1900,,Chloe,7,Cuevas,,437,,49.0
1901,,,8,,,437,,
1902,,,9,,,437,,
1903,,,10,,,437,,
1904,,Chloe,11,Cuevas,,437,,49.0
1905,Sex Slaves,Chloe,12,Cuevas,175.51628,437,We're Going Out Tonight,49.0
1906,,Chloe,0,Cuevas,,469,,49.0
1907,Rise Against,Chloe,1,Cuevas,169.482,469,To Them These Streets Belong,49.0
1908,,Mohammad,0,Rodriguez,,441,,88.0
1909,BeyoncÃÂ©,Mohammad,1,Rodriguez,359.54893,441,Get Me Bodied,88.0
1910,Nate Dogg,Mohammad,2,Rodriguez,356.38812,441,Never Leave Me Alone,88.0
1911,,Cierra,0,Finley,,443,,96.0
1912,Taylor Swift,Cierra,1,Finley,233.89995,443,Love Story,96.0
1913,Lynyrd Skynyrd,Ryan,0,Smith,216.60689,452,Sweet home Alabama,26.0
1914,Kelis,Cierra,2,Finley,293.58975,443,Caught Out There (Explicit),96.0
1915,The Kills,Cierra,3,Finley,203.38893000000002,443,Last Day Of Magic,96.0
1916,,Aleena,0,Kirby,,448,,44.0
1917,Collie Buddz featuring Paul Wall,Aleena,1,Kirby,271.62077,448,What A Feeling,44.0
1918,Charttraxx Karaoke,Cierra,4,Finley,225.17506,443,Fireflies,96.0
1919,Band Of Horses,Aleena,2,Kirby,321.14893,448,The Funeral (Album Version),44.0
1920,Coldplay,Aleena,3,Kirby,307.51302000000004,448,Clocks,44.0
1921,Bon Jovi,Aleena,4,Kirby,228.75383,448,Have A Nice Day,44.0
1922,P.O.D.,Aleena,5,Kirby,203.7024,448,Alive (2006 Remastered Album Version),44.0
1923,Bloc Party,Aleena,6,Kirby,222.04036000000002,448,Plans (Replanned by Mogwai),44.0
1924,Los Prisioneros,Aleena,7,Kirby,211.12117999999998,448,Pa Pa Pa,44.0
1925,Octopus Project,Aleena,8,Kirby,175.25506000000001,448,Lots More Stairs,44.0
1926,Roudoudou,Aleena,9,Kirby,18.41587,448,Ecoute Ce Scratch,44.0
1927,Africando,Aleena,10,Kirby,253.54404,448,Tierra Tradicional,44.0
1928,RUN-DMC Featuring Method Man_ Kenny Cash_ Mike Ransom_ and Jamel Simmons,Aleena,11,Kirby,266.52689,448,Simmons Incorporated,44.0
1929,,Colm,0,Santana,,414,,67.0
1930,Graham Coxon,Colm,1,Santana,197.14567,414,I'm Goin' Away,67.0
1931,Queens Of The Stone Age,Aleena,12,Kirby,231.02649,448,In The Fade,44.0
1932,Dance Gavin Dance,Colm,2,Santana,193.30567,414,Strawberry AndrÃÂ© (Album Version),67.0
1933,,Colm,3,Santana,,414,,67.0
1934,Passion Pit,Aleena,13,Kirby,243.69587,448,Eyes As Candles,44.0
1935,,Aleena,14,Kirby,,448,,44.0
1936,Black Eyed Peas,Colm,4,Santana,229.61587000000003,414,Let's Get It Started,67.0
1937,Plastic Bertrand,Colm,5,Santana,180.00933999999998,414,Ca plane pour moi,67.0
1938,Cream,Colm,6,Santana,166.5824,414,Strange Brew,67.0
1939,Coldplay,Colm,7,Santana,284.39465,414,A Message,67.0
1940,Cute Is What We Aim For,Colm,8,Santana,172.22485,414,Sweat the Battle Before the Battle Sweats You (Album Version),67.0
1941,Metallica,Connar,0,Moreno,256.9922,218,Of Wolf And Man,62.0
1942,The Kills,Connar,1,Moreno,217.70404,218,Tape Song,62.0
1943,Foo Fighters,Connar,2,Moreno,271.38567,218,The Pretender,62.0
1944,Plaid,Connar,3,Moreno,260.96281,218,Eyen [Chosen by fans on Warp20.net],62.0
1945,,Brayden,0,Clark,,120,,41.0
1946,,Theodore,0,Harris,,462,,14.0
1947,The Van Pelt,Theodore,1,Harris,208.71791000000002,462,It's New To Me,14.0
1948,,Ryan,0,Smith,,472,,26.0
1949,44,Ryan,1,Smith,224.57424,472,Make You Smile,26.0
1950,,Rylan,0,George,,446,,16.0
1951,Chris Brown,Rylan,1,George,275.1473,446,I May Never Find,16.0
1952,KT Tunstall,Ryan,2,Smith,170.47465,472,Black Horse And The Cherry Tree (Radio Version),26.0
1953,Cascada,Rylan,2,George,184.39791,446,Kids In America,16.0
1954,Incubus,Ryan,3,Smith,293.38077000000004,472,Black Heart Inertia,26.0
1955,,Ryan,4,Smith,,472,,26.0
1956,,Ryan,5,Smith,,472,,26.0
1957,,Tegan,0,Levine,,435,,80.0
1958,Miike Snow,Tegan,1,Levine,220.83872999999997,435,Black & Blue,80.0
1959,Cartola,Tegan,2,Levine,208.92689,435,Sala De RecepÃÂ§ÃÂ£o,80.0
1960,Kill The Client,Tegan,3,Levine,70.68689,435,Commander In Thief,80.0
1961,,Tegan,4,Levine,,435,,80.0
1962,Wolfmother,Tegan,5,Levine,175.82975,435,Woman,80.0
1963,Old Crow Medicine Show,Tegan,6,Levine,231.73179,435,Wagon Wheel,80.0
1964,Architecture In Helsinki,Tegan,7,Levine,173.73995,435,Debbie,80.0
1965,Charlie Louvin,Tegan,8,Levine,170.86649,435,I Think I'll Live,80.0
1966,Miguel Morales,Tegan,9,Levine,270.78485,435,La Derrota de Un Don Juan,80.0
1967,Dominique A,Tegan,10,Levine,153.20771000000002,435,Le Courage Des Oiseaux,80.0
1968,Cock Sparrer,Tegan,11,Levine,203.25832,435,Run With The Blind,80.0
1969,Jimmy Wakely,Tegan,12,Levine,165.74649,435,I Love You So Much It Hurts,80.0
1970,Peter Doherty,Tegan,13,Levine,217.02485,435,A Little Death Around the Eyes,80.0
1971,Katy Perry,Tegan,14,Levine,246.41261,435,Thinking Of You,80.0
1972,Sidewalk Prophets,Molly,0,Taylor,260.62322,464,You Love Me Anyway (Album),35.0
1973,Rise Against,Molly,1,Taylor,221.17832,464,Torches,35.0
1974,K'Naan,Molly,2,Taylor,220.49913999999998,464,Wavin'  Flag,35.0
1975,Patrick Jumpen,Ryan,0,Smith,208.87465,480,Holiday,26.0
1976,Alicia Keys,Ryan,1,Smith,216.47627999999997,480,Empire State Of Mind (Part II) Broken Down,26.0
1977,,Celeste,0,Williams,,438,,53.0
1978,Pavement,Sylvie,0,Cruz,99.16036,345,Mercy:The Laundromat,10.0
1979,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Celeste,1,Williams,277.15873,438,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),53.0
1980,Gary Allan,Celeste,2,Williams,211.22567,438,Nothing On But The Radio,53.0
1981,,Jacqueline,0,Lynch,,389,,29.0
1982,Charttraxx Karaoke,Celeste,3,Williams,225.17506,438,Fireflies,53.0
1983,The Libertines,Jacqueline,1,Lynch,179.53914,389,The Good Old Days,29.0
1984,Huey Lewis And The News,Jacqueline,2,Lynch,245.52444,389,Hip To Be Square,29.0
1985,JOSEF LOCKE & ORCHESTRA,Jacqueline,3,Lynch,166.26893,389,How Can You Buy Killarney (1992 Digital Remaster),29.0
1986,Train,Jacqueline,4,Lynch,216.76362999999998,389,Hey_ Soul Sister,29.0
1987,Blind Pilot,Jacqueline,5,Lynch,156.94322,389,I Buried a Bone,29.0
1988,Anjulie,Jacqueline,6,Lynch,194.63791,389,Boom,29.0
1989,59 Times the Pain,Jordan,0,Rodriguez,144.95302,136,Found Home,68.0
1990,,Kimber,0,Norris,,412,,47.0
1991,,Lily,0,Burns,,466,,32.0
1992,,Lily,1,Burns,,466,,32.0
1993,,Chloe,0,Cuevas,,470,,49.0
1994,,Ryan,0,Smith,,483,,26.0
1995,Pork Dukes,Noah,0,Chavez,133.04118,262,Bend & Flush,94.0
1996,,Adler,0,Barrera,,428,,100.0
1997,Plan B,Adler,1,Barrera,254.95465,428,Traded In My Cigarettes,100.0
1998,Rell featuring Dert_ Killa Klump_ Silence,Adler,2,Barrera,223.97342000000003,428,Talk Is Drastik,100.0
1999,K-OS,Adler,3,Barrera,211.33016,428,EMCEE Murdah,100.0
2000,Vanessa Carlton,Adler,4,Barrera,272.40443999999997,428,Come Undone,100.0
2001,Camila,Emily,0,Benson,280.34567000000004,377,De Mi,58.0
2002,Buju Banton,Emily,1,Benson,232.48934,377,Cry No More,58.0
2003,,Chloe,0,Cuevas,,490,,49.0
2004,Feist,Evelin,0,Ayala,184.94648999999998,318,My Moon My Man,34.0
2005,Kings Of Leon,Chloe,1,Cuevas,201.79546000000002,490,Revelry,49.0
2006,Beck,Aiden,0,Hess,228.80607999999998,344,Lost Cause,86.0
2007,Big Walter Horton's Blues Harp Band,Aiden,1,Hess,210.78159,344,Rockin' My Boogie,86.0
2008,Supervielle,Aiden,2,Hess,263.83628,344,332,86.0
2009,Bryan Adams,Samuel,0,Gonzalez,254.79791,454,Cloud Number Nine,61.0
2010,Slipknot,Aiden,3,Hess,259.44771000000003,344,Eyeless (Live version) (Album Version),86.0
2011,The Black Keys,Aiden,4,Hess,139.51955,344,I'll Be Your Man,86.0
2012,Shinedown,Jordan,0,Hicks,233.97832000000002,449,Sound Of Madness (Album Version),37.0
2013,Devin Townsend,Kevin,0,Arellano,576.33914,450,Earth Day,66.0
2014,,Kevin,1,Arellano,,450,,66.0
2015,,,2,,,450,,
2016,,,3,,,450,,
2017,Stray Cats,Ryan,0,Smith,243.77424,491,Jeanie Jeanie Jeanie,26.0
2018,,Kevin,4,Arellano,,450,,66.0
2019,Dwight Yoakam,Ryan,1,Smith,239.3073,491,You're The One,26.0
2020,,Ryan,2,Smith,,491,,26.0
2021,,,3,,,491,,
2022,,,4,,,491,,
2023,,Kevin,5,Arellano,,450,,66.0
2024,Talking Heads,Kevin,6,Arellano,259.02975,450,Road To Nowhere (Remastered LP Version ),66.0
2025,Guns N' Roses,Kevin,7,Arellano,406.17751,450,Paradise City,66.0
2026,Lily Allen,Maia,0,Burke,195.13423999999998,316,Smile (Explicit Version),51.0
2027,LCD Soundsystem,Maia,1,Burke,201.56036,316,Daft Punk Is Playing At My House,51.0
2028,Tiefschwarz,Maia,2,Burke,455.78404000000006,316,Wait & See (Gucci Soundsystem Remix),51.0
2029,Buckcherry,Lily,0,Burns,263.36607999999995,489,Everything (Album Version),32.0
2030,The Get Up Kids,Maia,3,Burke,205.26975,316,Forgive and Forget,51.0
2031,Neko Case,Lily,1,Burns,151.01342,489,People Got A Lotta Nerve,32.0
2032,Outkast Featuring Killer Mike,Maia,4,Burke,295.33995,316,The Whole World,51.0
2033,Does It Offend You_ Yeah?,Lily,2,Burns,220.57751000000002,489,Doomed Now,32.0
2034,Eminem,Maia,5,Burke,268.5122,316,My Name Is,51.0
2035,Kabosh,Lily,3,Burns,242.41587,489,Little Pills,32.0
2036,Enigma,Maia,6,Burke,141.5571,316,The Voice Of Enigma,51.0
2037,Jason Mraz,Lily,4,Burns,226.53342,489,After An Afternoon (Eagles Ballroom Live Version),32.0
2038,,Samuel,0,Gonzalez,,497,,61.0
2039,The Black Keys,Samuel,1,Gonzalez,234.26567000000003,497,The Desperate Man,61.0
2040,Mayday Parade,Samuel,2,Gonzalez,290.79465,497,Three Cheers for Five Years (Acoustic),61.0
2041,Sam Cooke,Samuel,3,Gonzalez,122.04363000000001,497,Ain't Misbehavin,61.0
2042,,Chloe,0,Cuevas,,496,,49.0
2043,,Chloe,1,Cuevas,,496,,49.0
2044,,,0,,,374,,
2045,Enrique Iglesias,Chloe,2,Cuevas,241.42322000000001,496,Tired Of Being Sorry,49.0
2046,,Kate,1,Harrell,,374,,97.0
2047,Plain White T's,Kate,2,Harrell,232.202,374,Hey There Delilah,97.0
2048,,Lily,0,Burns,,503,,32.0
2049,The Brecker Brothers,Lily,1,Burns,217.5473,503,East River,32.0
2050,Buckcherry,Chloe,3,Cuevas,226.14158999999998,496,Sorry (Album Version),49.0
2051,Dayglo Abortions,Kate,3,Harrell,142.78485,374,Courage In A Can,97.0
2052,The Herbaliser,Kate,4,Harrell,273.8673,374,Sensual Woman,97.0
2053,Toni Braxton,Kate,5,Harrell,268.45995,374,Un-Break My Heart,97.0
2054,Shania Twain,Kate,6,Harrell,250.51382999999998,374,Nah!,97.0
2055,Discovery,Chloe,0,Roth,206.0273,247,I Want You Back,78.0
2056,Justin Bieber,Chloe,1,Roth,220.89097999999998,247,Somebody To Love,78.0
2057,Young Dro featuring T.I.,Kate,7,Harrell,322.11546,374,My Girl (Featuring T.I.) (Amended Album Version),97.0
2058,Rancid,Chloe,2,Roth,152.76363,247,Hooligans (Album Version),78.0
2059,Sergio Contreras,Kate,8,Harrell,234.00444,374,DÃÂ­selo Con Arte,97.0
2060,Jason Derulo,Kate,9,Harrell,222.61506,374,Whatcha Say,97.0
2061,A Perfect Circle,Kate,10,Harrell,246.04689,374,The Outsider,97.0
2062,Terrorvision,Kate,11,Harrell,160.54811999999998,374,Glad All Over,97.0
2063,,Jacob,0,Klein,,294,,73.0
2064,Sufjan Stevens,Jacob,1,Klein,179.04281,294,All The Kings Horns,73.0
2065,Pieces Of A Dream,Jacob,2,Klein,315.79382999999996,294,Ocean View,73.0
2066,,Jacob,3,Klein,,294,,73.0
2067,Alceu ValenÃÂ§a,Jacob,4,Klein,177.21424,294,No BalanÃÂ§o Da Canoa,73.0
2068,George Younce,Jacob,5,Klein,191.68608,294,This Old House w/ When The Saints Medley,73.0
2069,Miike Snow,Jacob,6,Klein,385.35791,294,Silvia,73.0
2070,Vikki Carr,Jacob,7,Klein,157.09995,294,Cross Your Heart,73.0
2071,Jorgen Ingmann,Jacob,8,Klein,157.23057,294,Oh! (LP Version),73.0
2072,A.B. Quintanilla III Y Los Kumbia Kings,Jacob,9,Klein,226.71627999999998,294,Pachuco,73.0
2073,,,0,,,75,,
2074,,Jayden,1,Duffy,,75,,76.0
2075,Fatboy Slim,Jayden,2,Duffy,192.9922,75,Illuminati,76.0
2076,Justin Bieber,Jacob,10,Klein,214.67382999999998,294,One Time,73.0
2077,Metallica,Jacob,11,Klein,515.2126099999999,294,Master Of Puppets,73.0
2078,Freddie Mercury,Jacob,12,Klein,219.29751000000002,294,I Was Born To Love You (2000 Digital Remaster),73.0
2079,Angus & Julia Stone,Maia,0,Burke,262.42567,502,Jewels And Gold,51.0
2080,Max Richter,Jacob,13,Klein,78.47138000000001,294,Vladimir's Blues,73.0
2081,Angie Stone,Jacob,14,Klein,269.37424,294,Wish I Didn't Miss You,73.0
2082,Small Black,Jacob,15,Klein,237.89668999999998,294,Weird Machines,73.0
2083,Collective Soul,Jacob,16,Klein,218.40934,294,Why Pt. 2,73.0
2084,Feist,Jacob,17,Klein,295.54893,294,My moon my man (Grizzy Bear Remix),73.0
2085,,Chloe,0,Roth,,507,,78.0
2086,Taylor Swift,Chloe,1,Roth,233.89995,507,Love Story,78.0
2087,,Lily,0,Burns,,505,,32.0
2088,Louis Smith,Lily,1,Burns,518.81751,505,South Side (Digitally Remastered),32.0
2089,Britney Spears,Jacob,18,Klein,198.97423999999998,294,Toxic,73.0
2090,Nelly / Jaheim,Jacob,19,Klein,336.56118,294,My Place,73.0
2091,Sisqo,Lily,2,Burns,253.49178999999998,505,Thong Song,32.0
2092,MÃÂºm,Jacob,20,Klein,175.59465,294,Faraway Swimming Pool,73.0
2093,Cass McCombs,Jacob,21,Klein,234.13506,294,Deseret,73.0
2094,The Poets Of Rhythm,Jacob,22,Klein,252.05506,294,More Mess On My Thing,73.0
2095,Lynyrd Skynyrd,Jacob,23,Klein,233.29914,294,The Needle And The Spoon,73.0
2096,,Bronson,0,Harris,,399,,33.0
2097,Radiohead,Jacob,24,Klein,235.7024,294,Creep (Explicit),73.0
2098,Train,Bronson,1,Harris,239.04608,399,If It's Love,33.0
2099,Incubus,Jacob,25,Klein,232.46322,294,Drive,73.0
2100,,Bronson,2,Harris,,399,,33.0
2101,Rilo Kiley,Jacob,26,Klein,270.99383,294,I Never (Album Version),73.0
2102,Nick Drake,Jacob,27,Klein,224.36526,294,Northern Sky,73.0
2103,Evangelicals,Jacob,28,Klein,264.48933999999997,294,Skeleton Man,73.0
2104,Nouvelle Vague,Jacob,29,Klein,300.30322,294,Say Hello Wave Goodbye,73.0
2105,Nena Daconte,Jacob,30,Klein,140.64281,294,En Que Estrella Estara,73.0
2106,The Airborne Toxic Event,Jacob,31,Klein,303.56853,294,Sometime Around Midnight,73.0
2107,Amy Winehouse,Jacob,32,Klein,191.84281000000001,294,Just Friends,73.0
2108,La Bouche,Jacob,33,Klein,240.79627999999997,294,Be My Lover,73.0
2109,,Jacob,34,Klein,,294,,73.0
2110,Chris Cornell,Jacob,35,Klein,240.09097999999997,294,You Know My Name,73.0
2111,,Jacob,36,Klein,,294,,73.0
2112,Wet Wet Wet,Jacob,37,Klein,237.71382999999997,294,Love Is All Around,73.0
2113,Postal Service,Jacob,38,Klein,226.61178999999998,294,Nothing Better (Album),73.0
2114,Jedi Mind Tricks,Jacob,39,Klein,232.88117999999997,294,Suicide,73.0
2115,,Kevin,0,Arellano,,501,,66.0
2116,Eve 6,Kevin,1,Arellano,249.83465,501,Here's To The Night,66.0
2117,Polly Paulusma,Jacob,40,Klein,222.9024,294,Give It Back,73.0
2118,Touche Amore,Jacob,41,Klein,136.95955,294,Changing Lanes,73.0
2119,Five Iron Frenzy,Kevin,2,Arellano,236.09423999999999,501,Canada,66.0
2120,The Letter Black,Jacob,42,Klein,26.931790000000003,294,Hanging On By A Thread,73.0
2121,Dido,Jacob,43,Klein,217.83465,294,Thank You,73.0
2122,Evanescence,Kevin,3,Arellano,263.78404,501,My Immortal (Album Version),66.0
2123,Basshunter Feat. DJ Mental Theos Bazzheadz,Jacob,44,Klein,152.65913999999998,294,Now You're Gone,73.0
2124,Cut Copy,Jacob,45,Klein,71.49669,294,Visions,73.0
2125,Kelly Clarkson,Jacob,46,Klein,281.5473,294,Already Gone,73.0
2126,,Jacob,47,Klein,,294,,73.0
2127,Craig's Brother,Jacob,48,Klein,175.09832,294,Set Free,73.0
2128,,Jacob,49,Klein,,294,,73.0
2129,Avenged Sevenfold,Jacob,50,Klein,333.13914,294,Seize The Day (Album Version),73.0
2130,,Theodore,0,Harris,,478,,14.0
2131,The Chi-Lites,Jacob,51,Klein,180.87138000000002,294,Oh Girl,73.0
2132,Stephane Pompougnac,Theodore,1,Harris,241.10975,478,Ghosts and Roses,14.0
2133,Train,Jacob,52,Klein,205.45261000000002,294,Marry Me,73.0
2134,,Bronson,0,Harris,,513,,33.0
2135,Gojira,Jacob,53,Klein,260.20526,294,Love,73.0
2136,Metallica,Jacob,54,Klein,267.96362999999997,294,Until It Sleeps,73.0
2137,Gary Wright with Dorian Wright,Jacob,55,Klein,237.7922,294,Love is Alive (Re-Record),73.0
2138,Flipsyde,Lily,0,Burns,201.87383,512,Get Ready,32.0
2139,Train,Jacob,56,Klein,205.45261000000002,294,Marry Me,73.0
2140,Ray Davies,Lily,1,Burns,285.3873,512,The Tourist,32.0
2141,The Lonely Island,Jacob,57,Klein,106.78811999999999,294,Like A Boss,73.0
2142,Starship,Jacob,58,Klein,293.35465,294,Sara,73.0
2143,Los AutÃÂ©nticos Decadentes,Jacob,59,Klein,218.48771000000002,294,La Guitarra,73.0
2144,Hot Chip,Emily,0,Benson,283.32363,494,We're Looking For A Lot Of Love,58.0
2145,Behemoth,Emily,1,Benson,267.31057000000004,494,Ov Fire And The Void,58.0
2146,,,0,,,500,,
2147,,Ryan,1,Smith,,500,,26.0
2148,Morningwood,Ryan,2,Smith,176.66567,500,New York Girls,26.0
2149,,Ryan,3,Smith,,500,,26.0
2150,Arctic Monkeys,Emily,2,Benson,268.45995,494,Perhaps Vampires Is A Bit Strong But...,58.0
2151,Justice,Emily,3,Benson,223.79057000000003,494,One Minute To Midnight,58.0
2152,,Austin,0,Rosales,,371,,12.0
2153,The Audition,Emily,4,Benson,188.08118000000002,494,Lawyers (Album Version),58.0
